"","NCT.Number","Recruitment","Conditions","Interventions","Sponsor.Collaborators","Phases","Enrollment","Funded.Bys","Study.Type","Start.Date","Completion.Date","country","start_year","Completion_year","start_month","Completion_month","duration","ROR"
"9634","NCT01314118","Active, not recruiting","Prostate Cancer","Drug: abiraterone acetate in combination with prednisone","Janssen Biotech, Inc.","Phase 2","131","Industry","Interventional","May 4, 2011","July 31, 2019","United States of America","2011","2019","5","7","98","1.33673469387755"
"9635","NCT03368547","Recruiting","Prostate Cancer","Procedure: Computed Tomography|Radiation: Gallium Ga 68-labeled PSMA-11|Other: Laboratory Biomarker Analysis|Procedure: Positron Emission Tomography","Jonsson Comprehensive Cancer Center","NA","271","Other|NIH","Interventional","December 12, 2016","February 1, 2022","United States of America","2016","2022","12","2","62","4.37096774193548"
"9636","NCT02208583","Unknown status","Prostate Cancer","Drug: Docetaxel & Prednisone|Drug: DP & Targeted drugs|Drug: cisplatin & Etoposide|Drug: EP & Targeted drugs","Tianjin Medical University Cancer Institute and Hospital","NA","150","Other","Interventional","June 2014","December 2016","China","2014","2016","6","12","30","5"
"9637","NCT02278185","Recruiting","Prostate Cancer","Drug: Enzalutamide|Drug: leuprolide acetate|Drug: goserelin acetate|Drug: histrelin acetate|Drug: triptorelin|Drug: degarelix","University of Colorado, Denver","Phase 2","56","Other","Interventional","November 11, 2015","October 2018","United States of America","2015","2018","11","10","35","1.6"
"9638","NCT02432820","Terminated","Prostate Cancer","NA","Stanford University","NA","7","Other|Industry","Observational","April 2015","September 30, 2016","United States of America","2015","2016","4","9","17","0.411764705882353"
"9639","NCT01866423","Terminated","Prostate Cancer","Drug: orteronel|Other: laboratory biomarker analysis","University of Southern California","Phase 2","4","Other|NIH|Industry","Interventional","October 25, 2013","July 26, 2016","United States of America","2013","2016","10","7","33","0.121212121212121"
"9640","NCT02176902","Recruiting","Prostate Cancer","Behavioral: behavioral dietary intervention|Dietary Supplement: omega-3 fatty acid|Other: laboratory biomarker analysis","Jonsson Comprehensive Cancer Center","NA","100","Other|NIH","Interventional","November 1, 2014","May 1, 2019","United States of America","2014","2019","11","5","54","1.85185185185185"
"9641","NCT02307058","Recruiting","Prostate Cancer","Radiation: LEAD RT|Radiation: HEIGHT RT|Behavioral: International Prostate Symptom Score|Behavioral: Memorial Anxiety Scale for Prostate Cancer patients|Behavioral: Expanded Prostate Cancer Index Composite-Short Form 12","University of Miami","NA","164","Other","Interventional","February 5, 2015","February 2020","United States of America","2015","2020","2","2","60","2.73333333333333"
"9642","NCT02250313","Active, not recruiting","Prostate Cancer","NA","MDx Health","NA","600","Industry","Observational","September 2014","May 2018","United States of America","2014","2018","9","5","44","13.6363636363636"
"9643","NCT00193856","Completed","Prostate Cancer","Drug: Leuprorelin Acetate|Drug: Zoledronic Acid|Radiation: Conventional external beam therapy","Trans-Tasman Radiation Oncology Group (TROG)","Phase 3","1071","Other|Industry","Interventional","October 2003","August 2017","New Zealand","2003","2017","10","8","166","6.45180722891566"
"9644","NCT02966587","Withdrawn","Prostate Cancer","Biological: Durvalumab|Other: Laboratory Biomarker Analysis","University of Washington","Phase 2","0","Other|NIH","Interventional","May 15, 2018","May 15, 2023","United States of America","2018","2023","5","5","60","0"
"9645","NCT02680587","Recruiting","Prostate Cancer","Radiation: SBRT|Drug: DCFPyL-PET/MRI or -PT/CT|Other: Observational (no SBRT)","Sidney Kimmel Comprehensive Cancer Center","Phase 2","54","Other","Interventional","April 28, 2016","October 2018","United States of America","2016","2018","4","10","30","1.8"
"9646","NCT01177436","Completed","Prostate Cancer","Biological: Taking of urines","Assistance Publique Hopitaux De Marseille","NA","31","Other","Interventional","September 2009","December 2011","France","2009","2011","9","12","27","1.14814814814815"
"9647","NCT02555189","Recruiting","Prostate Cancer","Drug: Enzalutamide|Drug: Ribociclib","Sidney Kimmel Cancer Center at Thomas Jefferson University","Phase 1|Phase 2","90","Other|Industry","Interventional","December 1, 2015","May 2021","United States of America","2015","2021","12","5","65","1.38461538461538"
"9648","NCT00660686","Completed","Prostate Cancer","Behavioral: Resistance Exercise|Behavioral: Flexibility Training","OHSU Knight Cancer Institute","NA","56","Other","Interventional","January 2006","January 2009","United States of America","2006","2009","1","1","36","1.55555555555556"
"9649","NCT00599313","Completed","Prostate Cancer","Drug: Sunitinib","US Oncology Research","Phase 2","36","Industry","Interventional","March 2007","June 2009","United States of America","2007","2009","3","6","27","1.33333333333333"
"9650","NCT00213694","Completed","Prostate Cancer","Drug: docetaxel and celecoxib","University Hospital, Rouen","Phase 2","52","Other","Observational","November 2003","June 2006","France","2003","2006","11","6","31","1.67741935483871"
"9651","NCT02033447","Completed","Prostate Cancer","Other: Magnetic Nanoparticle Injection","University College London Hospitals","Early Phase 1","12","Other","Interventional","December 2013","January 2015","United Kingdom","2013","2015","12","1","13","0.923076923076923"
"9652","NCT02376166","Completed","Prostate Cancer","Drug: Metformin","Matthew Galsky","NA","15","Other","Interventional","July 2014","December 2016","United States of America","2014","2016","7","12","29","0.517241379310345"
"9653","NCT01558583","Completed","Prostate Cancer","Other: Rating and Ranking Task|Other: Discrete Choice Task|Other: Balance Sheet Task","University of North Carolina, Chapel Hill","NA","1831","Other","Interventional","July 2011","October 2011","United States of America","2011","2011","7","10","3","610.333333333333"
"9654","NCT01812668","Active, not recruiting","Prostate Cancer","Drug: cabozantinib-s-malate|Radiation: fluorine F 18 d-FMAU|Procedure: positron emission tomography|Other: pharmacological study|Other: laboratory biomarker analysis","Barbara Ann Karmanos Cancer Institute","NA","25","Other","Interventional","March 2013","December 31, 2017","United States of America","2013","2017","3","12","57","0.43859649122807"
"9655","NCT00381836","Terminated","Prostate Cancer","Drug: Darbepoetin Alfa","University of Aarhus","Phase 2|Phase 3","140","Other|Industry","Interventional","October 2006","February 2007","Denmark","2006","2007","10","2","4","35"
"9656","NCT02159950","Completed","Prostate Cancer","Other: Laboratory Biomarker Analysis|Biological: Sipuleucel-T|Drug: Tasquinimod","Roswell Park Cancer Institute","Phase 2","2","Other|NIH|Industry","Interventional","January 2015","null","United States of America","2015","NA","1","NA","NA","NA"
"9657","NCT01949337","Active, not recruiting","Prostate Cancer","Drug: enzalutamide|Drug: abiraterone|Drug: prednisone","Alliance for Clinical Trials in Oncology","Phase 3","1311","Other|NIH|Industry","Interventional","January 2014","null","Puerto Rico","2014","NA","1","NA","NA","NA"
"9658","NCT02020291","Completed","Prostate Cancer","Drug: Foxy-5","WntResearch AB","Phase 1","31","Industry","Interventional","June 2013","November 2015","Denmark","2013","2015","6","11","29","1.06896551724138"
"9659","NCT01848067","Completed","Prostate Cancer","Drug: Alisertib|Drug: Abiraterone acetate|Drug: Prednisone","Sidney Kimmel Cancer Center at Thomas Jefferson University","Phase 1|Phase 2","9","Other|Industry","Interventional","August 14, 2013","June 23, 2016","United States of America","2013","2016","8","6","34","0.264705882352941"
"9660","NCT01913015","Terminated","Prostate Cancer","Drug: abiraterone acetate|Dietary Supplement: dietary intervention|Other: pharmacological study|Other: questionnaire administration|Other: laboratory biomarker analysis","OHSU Knight Cancer Institute","Phase 1","3","Other|NIH","Interventional","July 2013","null","United States of America","2013","NA","7","NA","NA","NA"
"9661","NCT03325127","Active, not recruiting","Prostate Cancer","Drug: radium Ra 223 dichloride (Xofigo, BAY88-8223)|Drug: Zytiga|Drug: Xtandi","Bayer","NA","150","Industry","Observational","October 20, 2017","May 30, 2018","United States of America","2017","2018","10","5","7","21.4285714285714"
"9662","NCT01050842","Completed","Prostate Cancer","Drug: bicalutamide|Drug: raloxifene|Procedure: quality-of-life assessment","Mayo Clinic","Early Phase 1","18","Other","Interventional","February 2010","October 4, 2012","United States of America","2010","2012","2","10","32","0.5625"
"9663","NCT02006927","Terminated","Prostate Cancer","Device: Nerve Stimulation","Kenneth Peters, MD","NA","3","Other","Interventional","July 2014","April 2017","United States of America","2014","2017","7","4","33","0.0909090909090909"
"9664","NCT01533246","Completed","Prostate Cancer","Drug: linsitinib|Other: laboratory biomarker analysis","National Cancer Institute (NCI)","Phase 2","17","NIH","Interventional","February 2012","November 2012","United States of America","2012","2012","2","11","9","1.88888888888889"
"9665","NCT00060398","Completed","Prostate Cancer","Biological: epoetin alfa|Drug: dexamethasone","Eastern Cooperative Oncology Group","Phase 3","282","Other|NIH","Interventional","June 2004","null","United States of America","2004","NA","6","NA","NA","NA"
"9666","NCT02446366","Recruiting","Prostate Cancer","Other: Laboratory Biomarker Analysis|Other: Quality-of-Life Assessment|Radiation: Stereotactic Body Radiation Therapy","University of Southern California","NA","36","Other|NIH","Interventional","May 12, 2015","May 12, 2019","United States of America","2015","2019","5","5","48","0.75"
"9667","NCT02491411","Recruiting","Prostate Cancer","Drug: Dexamethasone|Drug: Enzalutamide|Other: Laboratory Biomarker Analysis|Other: Quality-of-Life Assessment","Sidney Kimmel Comprehensive Cancer Center","NA","20","Other|NIH","Interventional","September 2015","null","United States of America","2015","NA","9","NA","NA","NA"
"9668","NCT00244894","Terminated","Prostate Cancer","Procedure: acupuncture therapy|Procedure: fatigue assessment and management|Procedure: hot flashes attenuation|Procedure: management of therapy complications|Procedure: quality-of-life assessment","OHSU Knight Cancer Institute","NA","22","Other|NIH","Interventional","September 2002","April 2010","United States of America","2002","2010","9","4","91","0.241758241758242"
"9669","NCT03042312","Recruiting","Prostate Cancer","Drug: Lu177-PSMA-617","Excel Diagnostics and Nuclear Oncology Center","Phase 2","200","Other","Interventional","April 11, 2017","April 11, 2019","United States of America","2017","2019","4","4","24","8.33333333333333"
"9670","NCT01498978","Active, not recruiting","Prostate Cancer","Biological: ipilimumab|Other: laboratory biomarker analysis","OHSU Knight Cancer Institute","Phase 2","10","Other|NIH","Interventional","February 6, 2012","November 18, 2018","United States of America","2012","2018","2","11","81","0.123456790123457"
"9671","NCT01468532","Active, not recruiting","Prostate Cancer","Drug: docetaxel|Drug: pasireotide|Drug: prednisone","Barbara Ann Karmanos Cancer Institute","Phase 1|Phase 2","24","Other|NIH","Interventional","October 2011","March 2017","United States of America","2011","2017","10","3","65","0.369230769230769"
"9672","NCT03177460","Recruiting","Prostate Cancer","Drug: Daratumumab|Procedure: Prostatectomy","M.D. Anderson Cancer Center","Phase 1","15","Other|Industry","Interventional","June 7, 2017","June 2019","United States of America","2017","2019","6","6","24","0.625"
"9673","NCT00253643","Completed","Prostate Cancer","Dietary Supplement: green tea catechin extract|Dietary Supplement: fish oil|Other: placebo","OHSU Knight Cancer Institute","NA","89","Other|U.S. Fed|NIH","Interventional","July 2005","December 2013","United States of America","2005","2013","7","12","101","0.881188118811881"
"9674","NCT01519414","Active, not recruiting","Prostate Cancer","Other: Laboratory Biomarker Analysis|Other: Placebo|Drug: Tivantinib","National Cancer Institute (NCI)","Phase 2","78","NIH","Interventional","January 2012","null","United States of America","2012","NA","1","NA","NA","NA"
"9675","NCT01434004","Completed","Prostate Cancer","Behavioral: Lifestyle counseling","University of South Carolina","NA","58","Other|U.S. Fed","Interventional","January 2003","July 2007","United States of America","2003","2007","1","7","54","1.07407407407407"
"9676","NCT01270880","Completed","Prostate Cancer","Drug: Hsp90 inhibitor STA-9090|Other: laboratory biomarker analysis|Genetic: polymerase chain reaction|Other: enzyme-linked immunosorbent assay|Genetic: RNA analysis|Other: spectrophotometry|Genetic: reverse transcriptase-polymerase chain reaction|Genetic: gene expression analysis","Barbara Ann Karmanos Cancer Institute","Phase 2","18","Other|NIH","Interventional","January 2011","July 2014","United States of America","2011","2014","1","7","42","0.428571428571429"
